General Ledger,,,,,,,,,
Sandbox Company_US_2,,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Item split account full name,Amount,Balance
,Accounts Payable (A/P),03/29/2023,Bill,,Kulas Group,,Job Expenses:Job Materials,"1,751.65","13,893.06"
,Accounts Payable (A/P),03/30/2023,Bill Payment (Check),,Blanda LLC,,Checking,-561.84,"13,331.22"
,Accounts Payable (A/P),04/04/2023,Bill,,Pfannerstill Group,,Travel Meals,888.23,"14,219.45"
,Accounts Payable (A/P),04/05/2023,Bill,,"Berge, Lueilwitz and Sanford",,Job Expenses:Equipment Rental,"1,420.10","15,639.55"
,Accounts Payable (A/P),04/06/2023,Bill,,Trantow-Buckridge,,Taxes & Licenses,"1,049.35","16,688.90"
,Accounts Payable (A/P),04/06/2023,Bill,,Schroeder-Carroll,,Utilities:Telephone,481.92,"17,170.82"
,Accounts Payable (A/P),04/07/2023,Bill,,"D'Amore, Brakus and Koch",,Utilities:Telephone,"1,813.03","18,983.85"
,Accounts Payable (A/P),04/08/2023,Bill,,Marquardt-Erdman,,Taxes & Licenses,"1,064.57","20,048.42"
,Accounts Payable (A/P),04/08/2023,Bill Payment (Check),,Blanda LLC,,Checking,-629.71,"19,418.71"
,Accounts Payable (A/P),04/09/2023,Bill,,Ullrich-Dach,,Maintenance and Repair:Computer Repairs,"1,813.58","21,232.29"
,Accounts Payable (A/P),04/09/2023,Bill,,"Berge, Lueilwitz and Sanford",,Travel Meals,"1,892.14","23,124.43"
,Accounts Payable (A/P),04/09/2023,Bill Payment (Check),,Bailey-Ruecker,,Checking,"-1,098.24","22,026.19"
,Accounts Payable (A/P),04/13/2023,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Checking,"-1,053.52","20,972.67"
,Accounts Payable (A/P),04/14/2023,Bill Payment (Check),,Pfannerstill Group,,Savings,-474.88,"20,497.79"
,Accounts Payable (A/P),04/17/2023,Bill,,Fisher Group,,Insurance:Workers Compensation,"1,267.76","21,765.55"
,Accounts Payable (A/P),04/17/2023,Bill Payment (Check),,Lubowitz LLC,,Savings,-366.29,"21,399.26"
,Accounts Payable (A/P),04/19/2023,Bill Payment (Check),,Blanda LLC,,Checking,-726.87,"20,672.39"
,Accounts Payable (A/P),04/20/2023,Vendor Credit,,Trantow-Buckridge,,Cost of Goods Sold,-210.00,"20,462.39"
,Accounts Payable (A/P),04/21/2023,Bill,,McClure-Thiel,,Utilities:Telephone,"1,199.43","21,661.82"
,Accounts Payable (A/P),04/22/2023,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Checking,-269.97,"21,391.85"
,Accounts Payable (A/P),04/23/2023,Bill Payment (Check),,Grimes-Schulist,,Savings,"-1,049.85","20,342.00"
,Accounts Payable (A/P),04/24/2023,Bill,,Blanda LLC,,Legal & Professional Fees:Lawyer,"2,178.72","22,520.72"
,Accounts Payable (A/P),04/24/2023,Bill,,Gislason LLC,,Travel Meals,"1,636.78","24,157.50"
,Accounts Payable (A/P),04/25/2023,Bill Payment (Check),,Hirthe-West,,Savings,-260.28,"23,897.22"
,Accounts Payable (A/P),04/26/2023,Bill Payment (Check),,"Yundt, Torp and Stoltenberg",,Savings,-137.50,"23,759.72"
,Accounts Payable (A/P),04/27/2023,Bill,,Weber and Sons,,Maintenance and Repair:Computer Repairs,735.95,"24,495.67"
,Accounts Payable (A/P),04/27/2023,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Checking,-849.28,"23,646.39"
,Accounts Payable (A/P),04/29/2023,Vendor Credit,,Hirthe-West,,Job Expenses:Job Materials:Decks and Patios,-429.48,"23,216.91"
,Accounts Payable (A/P),05/01/2023,Bill Payment (Check),,Bailey-Ruecker,,Savings,"-1,168.01","22,048.90"
,Accounts Payable (A/P),05/02/2023,Bill,,Pfannerstill Group,,Legal & Professional Fees,349.85,"22,398.75"
,Accounts Payable (A/P),05/04/2023,Bill,,Hirthe-West,,Utilities:Gas and Electric,"1,104.06","23,502.81"
,Accounts Payable (A/P),05/07/2023,Bill,,Ullrich-Dach,,Taxes & Licenses,798.82,"24,301.63"
,Accounts Payable (A/P),05/07/2023,Bill Payment (Check),,Kulas Group,,Checking,"-1,531.29","22,770.34"
,Accounts Payable (A/P),05/12/2023,Bill,,Ullrich-Dach,,Taxes & Licenses,"2,209.14","24,979.48"
,Accounts Payable (A/P),05/12/2023,Bill Payment (Check),,Bashirian and Sons,,Savings,"-1,099.84","23,879.64"
,Accounts Payable (A/P),05/19/2023,Bill Payment (Check),,Murray Group,,Checking,-645.49,"23,234.15"
,Accounts Payable (A/P),05/19/2023,Vendor Credit,,"Yundt, Torp and Stoltenberg",,Job Expenses:Equipment Rental,-87.07,"23,147.08"
,Accounts Payable (A/P),05/22/2023,Bill,,Gislason LLC,,Travel,198.05,"23,345.13"
,Accounts Payable (A/P),05/24/2023,Bill,,McClure-Thiel,,Legal & Professional Fees,725.78,"24,070.91"
,Accounts Payable (A/P),05/24/2023,Bill,,"D'Amore, Brakus and Koch",,Automobile:Fuel,"1,105.40","25,176.31"
,Accounts Payable (A/P),05/24/2023,Bill Payment (Check),,Schroeder-Carroll,,Checking,"-1,013.39","24,162.92"
,Accounts Payable (A/P),05/24/2023,Bill Payment (Check),,Ullrich-Dach,,Checking,-993.87,"23,169.05"
,Accounts Payable (A/P),05/25/2023,Bill Payment (Check),,Kessler Inc,,Savings,-521.13,"22,647.92"
,Accounts Payable (A/P),05/25/2023,Vendor Credit,,Lubowitz LLC,,Maintenance and Repair:Equipment Repairs,-497.56,"22,150.36"
,Accounts Payable (A/P),05/27/2023,Bill,,Cole Group,,Automobile:Fuel,624.41,"22,774.77"
,Accounts Payable (A/P),05/27/2023,Bill Payment (Check),,Cole Group,,Savings,-898.24,"21,876.53"
,Accounts Payable (A/P),05/27/2023,Bill Payment (Check),,Gislason LLC,,Savings,"-1,180.44","20,696.09"
,Accounts Payable (A/P),05/28/2023,Bill,,Weber and Sons,,Unapplied Cash Bill Payment Expense,"1,675.49","22,371.58"
,Accounts Payable (A/P),05/28/2023,Bill,,Kessler Inc,,Maintenance and Repair:Computer Repairs,"2,226.88","24,598.46"
,Accounts Payable (A/P),05/29/2023,Bill Payment (Check),,Ortiz-Beatty,,Checking,-684.13,"23,914.33"
,Accounts Payable (A/P),05/30/2023,Bill,,McClure-Thiel,,Office Expenses,"2,380.58","26,294.91"
,Accounts Payable (A/P),05/30/2023,Bill,,Kulas Group,,Advertising,"1,497.29","27,792.20"
,Accounts Payable (A/P),05/31/2023,Bill,,Fisher Group,,Job Expenses:Cost of Labor:Maintenance and Repairs,728.34,"28,520.54"
,Accounts Payable (A/P),05/31/2023,Bill Payment (Check),,Blanda LLC,,Savings,-598.69,"27,921.85"
,Accounts Payable (A/P),06/03/2023,Bill Payment (Check),,Lubowitz LLC,,Savings,-945.53,"26,976.32"
,Accounts Payable (A/P),06/03/2023,Bill Payment (Check),,McClure-Thiel,,Checking,"-1,199.43","25,776.89"
,Accounts Payable (A/P),06/04/2023,Bill Payment (Check),,Weber and Sons,,Savings,-735.95,"25,040.94"
,Accounts Payable (A/P),06/04/2023,Vendor Credit,,Hirthe-West,,Stationery & Printing,-80.23,"24,960.71"
,Accounts Payable (A/P),06/05/2023,Bill,,Lubowitz LLC,,Miscellaneous,"1,470.30","26,431.01"
,Accounts Payable (A/P),06/06/2023,Bill,,Hirthe-West,,Advertising,"1,371.46","27,802.47"
,Accounts Payable (A/P),06/06/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,"-1,064.57","26,737.90"
,Accounts Payable (A/P),06/07/2023,Bill,,Weber and Sons,,Rent or Lease,"1,476.33","28,214.23"
,Accounts Payable (A/P),06/10/2023,Bill,,McClure-Thiel,,Penalties & Settlements,"2,140.87","30,355.10"
,Accounts Payable (A/P),06/10/2023,Bill Payment (Check),,Pfannerstill Group,,Checking,-888.23,"29,466.87"
,Accounts Payable (A/P),06/11/2023,Bill,,Marquardt-Erdman,,Job Expenses:Permits,"1,103.29","30,570.16"
,Accounts Payable (A/P),06/16/2023,Bill,,Schroeder-Carroll,,Automobile:Fuel,573.50,"31,143.66"
,Accounts Payable (A/P),06/16/2023,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Savings,"-1,420.10","29,723.56"
,Accounts Payable (A/P),06/17/2023,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Savings,-526.93,"29,196.63"
,Accounts Payable (A/P),06/18/2023,Bill,,Schroeder-Carroll,,Maintenance and Repair,729.03,"29,925.66"
,Accounts Payable (A/P),06/18/2023,Bill,,"Ledner, Kautzer and Turner",,Insurance,"1,184.36","31,110.02"
,Accounts Payable (A/P),06/18/2023,Bill Payment (Check),,Fisher Group,,Savings,"-1,267.76","29,842.26"
,Accounts Payable (A/P),06/20/2023,Vendor Credit,,McClure-Thiel,,Supplies,-278.35,"29,563.91"
,Accounts Payable (A/P),06/21/2023,Bill,,"Yundt, Torp and Stoltenberg",,Commissions & fees,"1,206.26","30,770.17"
,Accounts Payable (A/P),06/23/2023,Bill Payment (Check),,Kulas Group,,Savings,"-1,751.65","29,018.52"
,Accounts Payable (A/P),06/26/2023,Bill,,Bailey-Ruecker,,Job Expenses:Cost of Labor,"1,793.32","30,811.84"
,Accounts Payable (A/P),06/28/2023,Bill,,Schroeder-Carroll,,Utilities,919.31,"31,731.15"
,Accounts Payable (A/P),06/29/2023,Bill Payment (Check),,Trantow-Buckridge,,Savings,-806.69,"30,924.46"
,Accounts Payable (A/P),06/30/2023,Bill,,McClure-Thiel,,Rent or Lease,"2,531.73","33,456.19"
,Accounts Payable (A/P),06/30/2023,Bill,,Kulas Group,,Promotional,"1,435.45","34,891.64"
,Accounts Payable (A/P),06/30/2023,Bill Payment (Check),,Weber and Sons,,Checking,-729.82,"34,161.82"
,Accounts Payable (A/P),07/01/2023,Bill,,Cole Group,,Supplies,"2,053.10","36,214.92"
,Accounts Payable (A/P),07/01/2023,Vendor Credit,,Kulas Group,,Legal & Professional Fees:Bookkeeper,-465.13,"35,749.79"
,Accounts Payable (A/P),07/02/2023,Bill,,Schroeder-Carroll,,Commissions & fees,"1,159.58","36,909.37"
,Accounts Payable (A/P),07/02/2023,Bill,,Moore Group,,Legal & Professional Fees:Accounting,814.46,"37,723.83"
,Accounts Payable (A/P),07/02/2023,Bill Payment (Check),,Ullrich-Dach,,Checking,"-1,813.58","35,910.25"
,Accounts Payable (A/P),07/04/2023,Bill,,"Yundt, Torp and Stoltenberg",,Job Expenses:Permits,"1,618.02","37,528.27"
,Accounts Payable (A/P),07/04/2023,Bill,,Schamberger-Schamberger,,Maintenance and Repair:Building Repairs,608.71,"38,136.98"
,Accounts Payable (A/P),07/04/2023,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Savings,"-1,813.03","36,323.95"
,Accounts Payable (A/P),07/05/2023,Bill,,McClure-Thiel,,Job Expenses:Equipment Rental,171.62,"36,495.57"
,Accounts Payable (A/P),07/06/2023,Bill,,Schamberger-Schamberger,,Legal & Professional Fees,"1,114.25","37,609.82"
,Accounts Payable (A/P),07/06/2023,Bill,,"D'Amore, Brakus and Koch",,Utilities:Gas and Electric,"2,659.54","40,269.36"
,Accounts Payable (A/P),07/09/2023,Bill,,Weber and Sons,,Insurance,720.43,"40,989.79"
,Accounts Payable (A/P),07/09/2023,Vendor Credit,,Gislason LLC,,Job Expenses,-336.12,"40,653.67"
,Accounts Payable (A/P),07/11/2023,Bill,,Lubowitz LLC,,Advertising,550.34,"41,204.01"
,Accounts Payable (A/P),07/12/2023,Bill Payment (Check),,Schroeder-Carroll,,Checking,-481.92,"40,722.09"
,Accounts Payable (A/P),07/17/2023,Bill,,Lubowitz LLC,,Depreciation,"1,899.83","42,621.92"
,Accounts Payable (A/P),07/19/2023,Bill,,"Berge, Lueilwitz and Sanford",,Job Expenses:Job Materials,"1,268.13","43,890.05"
,Accounts Payable (A/P),07/21/2023,Bill Payment (Check),,Blanda LLC,,Checking,"-2,178.72","41,711.33"
,Accounts Payable (A/P),07/21/2023,Bill Payment (Check),,McClure-Thiel,,Savings,-725.78,"40,985.55"
,Accounts Payable (A/P),07/28/2023,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Checking,"-1,892.14","39,093.41"
,Accounts Payable (A/P),07/28/2023,Bill Payment (Check),,McClure-Thiel,,Checking,"-2,380.58","36,712.83"
,Accounts Payable (A/P),07/29/2023,Bill Payment (Check),,Hirthe-West,,Savings,"-1,104.06","35,608.77"
,Accounts Payable (A/P),07/30/2023,Bill,,Kulas Group,,Promotional,"2,610.60","38,219.37"
,Accounts Payable (A/P),07/30/2023,Bill Payment (Check),,Trantow-Buckridge,,Checking,"-1,049.35","37,170.02"
,Accounts Payable (A/P),07/30/2023,Bill Payment (Check),,Gislason LLC,,Checking,"-1,636.78","35,533.24"
,Accounts Payable (A/P),07/30/2023,Bill Payment (Check),,Gislason LLC,,Savings,-198.05,"35,335.19"
,Accounts Payable (A/P),08/02/2023,Bill Payment (Check),,Schroeder-Carroll,,Savings,-573.50,"34,761.69"
,Accounts Payable (A/P),08/04/2023,Bill,,Ullrich-Dach,,Travel,894.05,"35,655.74"
,Accounts Payable (A/P),08/06/2023,Bill Payment (Check),,Fisher Group,,Checking,-728.34,"34,927.40"
,Accounts Payable (A/P),08/11/2023,Bill,,Schamberger-Schamberger,,Supplies,"2,219.31","37,146.71"
,Accounts Payable (A/P),08/12/2023,Bill,,Ortiz-Beatty,,Maintenance and Repair:Equipment Repairs,919.73,"38,066.44"
,Accounts Payable (A/P),08/12/2023,Bill Payment (Check),,Ullrich-Dach,,Savings,-798.82,"37,267.62"
,Accounts Payable (A/P),08/12/2023,Bill Payment (Check),,Lubowitz LLC,,Checking,"-1,470.30","35,797.32"
,Accounts Payable (A/P),08/13/2023,Bill,,Marquardt-Erdman,,Purchases,875.74,"36,673.06"
,Accounts Payable (A/P),08/13/2023,Bill Payment (Check),,Cole Group,,Checking,-624.41,"36,048.65"
,Accounts Payable (A/P),08/13/2023,Bill Payment (Check),,Kulas Group,,Checking,"-1,497.29","34,551.36"
,Accounts Payable (A/P),08/15/2023,Bill,,Marquardt-Erdman,,Miscellaneous,313.25,"34,864.61"
,Accounts Payable (A/P),08/15/2023,Bill,,"Yundt, Torp and Stoltenberg",,Supplies,"1,368.05","36,232.66"
,Accounts Payable (A/P),08/15/2023,Bill Payment (Check),,Pfannerstill Group,,Savings,-349.85,"35,882.81"
,Accounts Payable (A/P),08/16/2023,Bill,,Weber and Sons,,Supplies,261.56,"36,144.37"
,Accounts Payable (A/P),08/16/2023,Bill,,Grimes-Schulist,,Job Expenses:Cost of Labor:Maintenance and Repairs,"1,544.60","37,688.97"
,Accounts Payable (A/P),08/19/2023,Bill,,Moore Group,,Utilities:Gas and Electric,"2,427.75","40,116.72"
,Accounts Payable (A/P),08/20/2023,Vendor Credit,,Ortiz-Beatty,,Uncategorized Expense,-478.73,"39,637.99"
,Accounts Payable (A/P),08/23/2023,Bill,,Hahn Group,,Maintenance and Repair:Computer Repairs,426.65,"40,064.64"
,Accounts Payable (A/P),08/23/2023,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Checking,"-1,105.40","38,959.24"
,Accounts Payable (A/P),08/23/2023,Bill Payment (Check),,Ullrich-Dach,,Checking,"-2,209.14","36,750.10"
,Accounts Payable (A/P),08/28/2023,Bill,,Hahn Group,,Depreciation,"1,114.67","37,864.77"
,Accounts Payable (A/P),08/29/2023,Bill,,Grimes-Schulist,,Automobile,742.20,"38,606.97"
,Accounts Payable (A/P),08/29/2023,Bill Payment (Check),,Kessler Inc,,Savings,"-2,226.88","36,380.09"
,Accounts Payable (A/P),08/29/2023,Vendor Credit,,Schamberger-Schamberger,,Legal & Professional Fees:Bookkeeper,-493.07,"35,887.02"
,Accounts Payable (A/P),08/31/2023,Bill,,Hahn Group,,Unapplied Cash Bill Payment Expense,"1,792.99","37,680.01"
,Accounts Payable (A/P),08/31/2023,Bill Payment (Check),,Weber and Sons,,Savings,"-1,675.49","36,004.52"
,Accounts Payable (A/P),09/01/2023,Bill Payment (Check),,Weber and Sons,,Checking,"-1,476.33","34,528.19"
,Accounts Payable (A/P),09/02/2023,Vendor Credit,,Bashirian and Sons,,Job Expenses:Cost of Labor:Maintenance and Repairs,-108.36,"34,419.83"
,Accounts Payable (A/P),09/03/2023,Bill,,Hahn Group,,Utilities:Gas and Electric,"2,242.71","36,662.54"
,Accounts Payable (A/P),09/06/2023,Bill,,Bashirian and Sons,,Maintenance and Repair:Building Repairs,"1,497.96","38,160.50"
,Accounts Payable (A/P),09/07/2023,Bill Payment (Check),,Schroeder-Carroll,,Checking,-729.03,"37,431.47"
,Accounts Payable (A/P),09/08/2023,Bill,,Gislason LLC,,Automobile:Fuel,"1,659.39","39,090.86"
,Accounts Payable (A/P),09/10/2023,Bill Payment (Check),,Schroeder-Carroll,,Savings,-919.31,"38,171.55"
,Accounts Payable (A/P),09/11/2023,Bill,,Kessler Inc,,Maintenance and Repair,"1,374.92","39,546.47"
,Accounts Payable (A/P),09/11/2023,Bill Payment (Check),,McClure-Thiel,,Checking,"-2,531.73","37,014.74"
,Accounts Payable (A/P),09/13/2023,Bill Payment (Check),,McClure-Thiel,,Checking,"-2,140.87","34,873.87"
,Accounts Payable (A/P),09/14/2023,Bill,,Schamberger-Schamberger,,Taxes & Licenses,425.63,"35,299.50"
,Accounts Payable (A/P),09/14/2023,Bill Payment (Check),,Hirthe-West,,Savings,"-1,371.46","33,928.04"
,Accounts Payable (A/P),09/16/2023,Bill,,"Berge, Lueilwitz and Sanford",,Equipment Rental,"1,526.06","35,454.10"
,Accounts Payable (A/P),09/16/2023,Bill Payment (Check),,"Yundt, Torp and Stoltenberg",,Checking,"-1,206.26","34,247.84"
,Accounts Payable (A/P),09/17/2023,Bill,,"Ledner, Kautzer and Turner",,Legal & Professional Fees:Accounting,"2,127.82","36,375.66"
,Accounts Payable (A/P),09/17/2023,Bill Payment (Check),,Bailey-Ruecker,,Savings,"-1,793.32","34,582.34"
,Accounts Payable (A/P),09/17/2023,Bill Payment (Check),,Kulas Group,,Checking,"-1,435.45","33,146.89"
,Accounts Payable (A/P),09/18/2023,Vendor Credit,,Gislason LLC,,Office Expenses,-263.95,"32,882.94"
,Accounts Payable (A/P),09/19/2023,Bill,,McClure-Thiel,,Automobile,716.79,"33,599.73"
,Accounts Payable (A/P),09/19/2023,Bill Payment (Check),,Marquardt-Erdman,,Savings,"-1,103.29","32,496.44"
,Accounts Payable (A/P),09/21/2023,Bill,,Trantow-Buckridge,,Travel,"2,187.59","34,684.03"
,Accounts Payable (A/P),09/22/2023,Bill,,Reynolds Group,,Legal & Professional Fees,644.95,"35,328.98"
,Accounts Payable (A/P),09/26/2023,Bill,,Schamberger-Schamberger,,Penalties & Settlements,"1,453.06","36,782.04"
,Accounts Payable (A/P),09/27/2023,Bill,,"Ledner, Kautzer and Turner",,Job Expenses:Cost of Labor:Maintenance and Repairs,958.65,"37,740.69"
,Accounts Payable (A/P),09/29/2023,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Checking,"-1,184.36","36,556.33"
,Accounts Payable (A/P),09/30/2023,Bill,,Grimes-Schulist,,Stationery & Printing,466.01,"37,022.34"
,Accounts Payable (A/P),10/02/2023,Bill,,Bashirian and Sons,,Depreciation,"1,369.77","38,392.11"
,Accounts Payable (A/P),10/03/2023,Bill,,"Ledner, Kautzer and Turner",,Insurance:Workers Compensation,717.91,"39,110.02"
,Accounts Payable (A/P),10/03/2023,Bill,,"Kozey, Cruickshank and Prohaska",,Job Expenses:Job Materials:Fountain and Garden Lighting,164.73,"39,274.75"
,Accounts Payable (A/P),10/03/2023,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Checking,"-1,268.13","38,006.62"
,Accounts Payable (A/P),10/07/2023,Bill,,Weber and Sons,,Bank Charges,"1,830.88","39,837.50"
,Accounts Payable (A/P),10/08/2023,Bill Payment (Check),,Cole Group,,Savings,"-2,053.10","37,784.40"
,Accounts Payable (A/P),10/08/2023,Bill Payment (Check),,Schamberger-Schamberger,,Checking,"-1,114.25","36,670.15"
,Accounts Payable (A/P),10/08/2023,Vendor Credit,,Fisher Group,,Insurance:Workers Compensation,-295.54,"36,374.61"
,Accounts Payable (A/P),10/09/2023,Bill Payment (Check),,Weber and Sons,,Savings,-720.43,"35,654.18"
,Accounts Payable (A/P),10/10/2023,Bill,,Blanda LLC,,Disposal Fees,"1,536.89","37,191.07"
,Accounts Payable (A/P),10/10/2023,Bill,,"Ledner, Kautzer and Turner",,Job Expenses:Job Materials:Sprinklers and Drip Systems,"1,628.85","38,819.92"
,Accounts Payable (A/P),10/10/2023,Bill,,Schamberger-Schamberger,,Depreciation,"1,387.52","40,207.44"
,Accounts Payable (A/P),10/10/2023,Bill,,Moore Group,,Automobile,"1,874.51","42,081.95"
,Accounts Payable (A/P),10/12/2023,Bill,,Marquardt-Erdman,,Unapplied Cash Bill Payment Expense,257.67,"42,339.62"
,Accounts Payable (A/P),10/12/2023,Bill Payment (Check),,Schamberger-Schamberger,,Savings,-608.71,"41,730.91"
,Accounts Payable (A/P),10/15/2023,Bill Payment (Check),,Lubowitz LLC,,Checking,-550.34,"41,180.57"
,Accounts Payable (A/P),10/15/2023,Bill Payment (Check),,Lubowitz LLC,,Savings,"-1,899.83","39,280.74"
,Accounts Payable (A/P),10/16/2023,Bill,,Kessler Inc,,Maintenance and Repair,"1,105.05","40,385.79"
,Accounts Payable (A/P),10/17/2023,Bill,,Ullrich-Dach,,Travel,"2,034.94","42,420.73"
,Accounts Payable (A/P),10/20/2023,Bill,,Hirthe-West,,Unapplied Cash Bill Payment Expense,432.71,"42,853.44"
,Accounts Payable (A/P),10/20/2023,Bill,,Moore Group,,Disposal Fees,"1,610.31","44,463.75"
,Accounts Payable (A/P),10/21/2023,Bill,,Denesik Group,,Job Expenses:Job Materials:Decks and Patios,"1,167.94","45,631.69"
,Accounts Payable (A/P),10/21/2023,Bill Payment (Check),,"Yundt, Torp and Stoltenberg",,Checking,"-1,618.02","44,013.67"
,Accounts Payable (A/P),10/21/2023,Bill Payment (Check),,Moore Group,,Checking,-814.46,"43,199.21"
,Accounts Payable (A/P),10/23/2023,Bill Payment (Check),,Kulas Group,,Savings,"-2,610.60","40,588.61"
,Accounts Payable (A/P),10/24/2023,Bill Payment (Check),,Schroeder-Carroll,,Checking,"-1,159.58","39,429.03"
,Accounts Payable (A/P),10/27/2023,Bill Payment (Check),,McClure-Thiel,,Savings,-171.62,"39,257.41"
,Accounts Payable (A/P),10/29/2023,Bill,,Schamberger-Schamberger,,Stationery & Printing,"1,972.63","41,230.04"
,Accounts Payable (A/P),10/31/2023,Vendor Credit,,Trantow-Buckridge,,Job Expenses:Job Materials,-414.06,"40,815.98"
,Accounts Payable (A/P),11/02/2023,Bill,,"Kozey, Cruickshank and Prohaska",,Dues & Subscriptions,794.73,"41,610.71"
,Accounts Payable (A/P),11/02/2023,Bill,,Pfannerstill Group,,Uncategorized Expense,"1,029.26","42,639.97"
,Accounts Payable (A/P),11/02/2023,Bill,,Pfannerstill Group,,Penalties & Settlements,449.12,"43,089.09"
,Accounts Payable (A/P),11/02/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,-313.25,"42,775.84"
,Accounts Payable (A/P),11/04/2023,Bill Payment (Check),,Hahn Group,,Savings,-426.65,"42,349.19"
