Journal,,,,,,,,
Sandbox Company_US_2,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,

,Transaction date,Transaction type,Num,Name,Memo/Description,Full name,Debit,Credit
Total for 3528,,,,,,,$170.29,$170.29
3604,,,,,,,,
,10/01/2024,Invoice,2094,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,
,10/01/2024,Invoice,2094,"Wehner, O'Conner and Bashirian",,Landscaping Services:Labor:Maintenance and Repair,0.00,
,10/01/2024,Invoice,2094,"Wehner, O'Conner and Bashirian",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3604,,,,,,,$0.00,
3645,,,,,,,,
,10/01/2024,Bill,,Marquardt-Erdman,,Accounts Payable (A/P),,"2,014.93"
,10/01/2024,Bill,,Marquardt-Erdman,,Advertising,"2,014.93",
Total for 3645,,,,,,,"$2,014.93","$2,014.93"
3686,,,,,,,,
,10/01/2024,Payment,,"Kiehn, Franecki and Nicolas",,Undeposited Funds,843.46,
,10/01/2024,Payment,,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),,843.46
Total for 3686,,,,,,,$843.46,$843.46
3696,,,,,,,,
,10/01/2024,Payment,,Nienow-Mitchell,,Undeposited Funds,704.66,
,10/01/2024,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),,704.66
Total for 3696,,,,,,,$704.66,$704.66
3703,,,,,,,,
,10/01/2024,Bill Payment (Check),,Pfannerstill Group,,Checking,,"1,308.92"
,10/01/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),"1,308.92",
Total for 3703,,,,,,,"$1,308.92","$1,308.92"
3684,,,,,,,,
,10/02/2024,Payment,,Ebert-Krajcik,,Undeposited Funds,757.78,
,10/02/2024,Payment,,Ebert-Krajcik,,Accounts Receivable (A/R),,757.78
Total for 3684,,,,,,,$757.78,$757.78
3712,,,,,,,,
,10/02/2024,Credit Memo,2128,Fadel-Oberbrunner,,Accounts Receivable (A/R),0.00,
,10/02/2024,Credit Memo,2128,Fadel-Oberbrunner,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3712,,,,,,,$0.00,
3603,,,,,,,,
,10/03/2024,Invoice,2093,Becker-Adams,,Accounts Receivable (A/R),0.00,
,10/03/2024,Invoice,2093,Becker-Adams,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3603,,,,,,,$0.00,
3610,,,,,,,,
,10/03/2024,Invoice,2100,Sauer Group,,Accounts Receivable (A/R),0.00,
,10/03/2024,Invoice,2100,Sauer Group,,Landscaping Services,0.00,
Total for 3610,,,,,,,$0.00,
3666,,,,,,,,
,10/03/2024,Expense,,,,Checking,,797.26
,10/03/2024,Expense,,,,Utilities,797.26,
Total for 3666,,,,,,,$797.26,$797.26
3670,,,,,,,,
,10/03/2024,Expense,,,,Checking,,338.09
,10/03/2024,Expense,,,,Stationery & Printing,338.09,
Total for 3670,,,,,,,$338.09,$338.09
3709,,,,,,,,
,10/03/2024,Bill Payment (Check),,Marquardt-Erdman,,Savings,,"2,122.34"
,10/03/2024,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),"2,122.34",
Total for 3709,,,,,,,"$2,122.34","$2,122.34"
3724,,,,,,,,
,10/03/2024,Deposit,,,,Checking,"11,726.71",
,10/03/2024,Deposit,,,,Landscaping Services,,"11,726.71"
Total for 3724,,,,,,,"$11,726.71","$11,726.71"
3660,,,,,,,,
,10/04/2024,Bill,,Trantow-Buckridge,,Accounts Payable (A/P),,"1,617.09"
,10/04/2024,Bill,,Trantow-Buckridge,,Depreciation,"1,617.09",
Total for 3660,,,,,,,"$1,617.09","$1,617.09"
3722,,,,,,,,
,10/04/2024,Deposit,,,,Savings,"9,301.78",
,10/04/2024,Deposit,,,,Refunds-Allowances,,"9,301.78"
Total for 3722,,,,,,,"$9,301.78","$9,301.78"
3614,,,,,,,,
,10/05/2024,Invoice,2104,Prohaska LLC,,Accounts Receivable (A/R),0.00,
,10/05/2024,Invoice,2104,Prohaska LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,10/05/2024,Invoice,2104,Prohaska LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,10/05/2024,Invoice,2104,Prohaska LLC,,Other Income,0.00,
Total for 3614,,,,,,,$0.00,
3664,,,,,,,,
,10/06/2024,Expense,,,,Checking,,36.88
,10/06/2024,Expense,,,,Disposal Fees,36.88,
Total for 3664,,,,,,,$36.88,$36.88
3713,,,,,,,,
,10/06/2024,Credit Memo,2129,Welch Inc,,Accounts Receivable (A/R),0.00,
,10/06/2024,Credit Memo,2129,Welch Inc,,Other Income,0.00,
Total for 3713,,,,,,,$0.00,
3716,,,,,,,,
,10/06/2024,Vendor Credit,,Blanda LLC,,Accounts Payable (A/P),202.46,
,10/06/2024,Vendor Credit,,Blanda LLC,,Travel Meals,,202.46
Total for 3716,,,,,,,$202.46,$202.46
3605,,,,,,,,
,10/07/2024,Invoice,2095,Skiles Inc,,Accounts Receivable (A/R),0.00,
,10/07/2024,Invoice,2095,Skiles Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3605,,,,,,,$0.00,
3682,,,,,,,,
,10/07/2024,Payment,,Ortiz-Rogahn,,Undeposited Funds,988.06,
,10/07/2024,Payment,,Ortiz-Rogahn,,Accounts Receivable (A/R),,988.06
Total for 3682,,,,,,,$988.06,$988.06
3706,,,,,,,,
,10/07/2024,Bill Payment (Check),,Hahn Group,,Checking,,583.44
,10/07/2024,Bill Payment (Check),,Hahn Group,,Accounts Payable (A/P),583.44,
Total for 3706,,,,,,,$583.44,$583.44
3608,,,,,,,,
,10/08/2024,Invoice,2098,Schoen-O'Reilly,,Accounts Receivable (A/R),245.00,
,10/08/2024,Invoice,2098,Schoen-O'Reilly,,Landscaping Services,,245.00
Total for 3608,,,,,,,$245.00,$245.00
3630,,,,,,,,
,10/08/2024,Sales Receipt,2120,Prohaska LLC,,Undeposited Funds,0.00,
,10/08/2024,Sales Receipt,2120,Prohaska LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 3630,,,,,,,$0.00,
3649,,,,,,,,
,10/08/2024,Bill,,Ullrich-Dach,,Accounts Payable (A/P),,"1,315.90"
,10/08/2024,Bill,,Ullrich-Dach,,Advertising,"1,315.90",
Total for 3649,,,,,,,"$1,315.90","$1,315.90"
3669,,,,,,,,
,10/08/2024,Expense,,,,Savings,,33.05
,10/08/2024,Expense,,,,Maintenance and Repair:Computer Repairs,33.05,
Total for 3669,,,,,,,$33.05,$33.05
3679,,,,,,,,
,10/08/2024,Payment,,"Glover, Bode and Raynor",,Undeposited Funds,545.27,
,10/08/2024,Payment,,"Glover, Bode and Raynor",,Accounts Receivable (A/R),,545.27
Total for 3679,,,,,,,$545.27,$545.27
3700,,,,,,,,
,10/08/2024,Bill Payment (Check),,Ortiz-Beatty,,Savings,,"1,295.58"
,10/08/2024,Bill Payment (Check),,Ortiz-Beatty,,Accounts Payable (A/P),"1,295.58",
Total for 3700,,,,,,,"$1,295.58","$1,295.58"
3729,,,,,,,,
,10/08/2024,Journal Entry,,,,Job Expenses:Job Materials:Fountain and Garden Lighting,"1,994.88",
,10/08/2024,Journal Entry,,,,Checking,,"1,994.88"
Total for 3729,,,,,,,"$1,994.88","$1,994.88"
3730,,,,,,,,
,10/08/2024,Journal Entry,,,,Uncategorized Expense,"3,004.96",
,10/08/2024,Journal Entry,,,,Savings,,"3,004.96"
Total for 3730,,,,,,,"$3,004.96","$3,004.96"
3731,,,,,,,,
,10/08/2024,Journal Entry,,,,Disposal Fees,"1,262.21",
,10/08/2024,Journal Entry,,,,Checking,,"1,262.21"
Total for 3731,,,,,,,"$1,262.21","$1,262.21"
3613,,,,,,,,
,10/09/2024,Invoice,2103,Becker-Adams,,Accounts Receivable (A/R),0.00,
,10/09/2024,Invoice,2103,Becker-Adams,,Landscaping Services,0.00,
Total for 3613,,,,,,,$0.00,
3624,,,,,,,,
,10/09/2024,Invoice,2114,Hand LLC,,Accounts Receivable (A/R),755.00,
,10/09/2024,Invoice,2114,Hand LLC,,Design income,,375.00
,10/09/2024,Invoice,2114,Hand LLC,,Landscaping Services:Labor:Installation,,300.00
,10/09/2024,Invoice,2114,Hand LLC,,Landscaping Services:Job Materials:Plants and Soil,,80.00
Total for 3624,,,,,,,$755.00,$755.00
3632,,,,,,,,
,10/09/2024,Sales Receipt,2122,Nienow-Mitchell,,Undeposited Funds,35.00,
,10/09/2024,Sales Receipt,2122,Nienow-Mitchell,,Pest Control Services,,35.00
Total for 3632,,,,,,,$35.00,$35.00
3648,,,,,,,,
,10/09/2024,Bill,,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),,"1,713.68"
,10/09/2024,Bill,,"Kozey, Cruickshank and Prohaska",,Legal & Professional Fees:Bookkeeper,"1,713.68",
Total for 3648,,,,,,,"$1,713.68","$1,713.68"
3651,,,,,,,,
,10/09/2024,Bill,,Moore Group,,Accounts Payable (A/P),,"1,361.29"
,10/09/2024,Bill,,Moore Group,,Stationery & Printing,"1,361.29",
Total for 3651,,,,,,,"$1,361.29","$1,361.29"
3714,,,,,,,,
,10/09/2024,Credit Memo,2130,Welch Inc,,Accounts Receivable (A/R),0.00,
,10/09/2024,Credit Memo,2130,Welch Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3714,,,,,,,$0.00,
3715,,,,,,,,
,10/09/2024,Vendor Credit,,Ullrich-Dach,,Accounts Payable (A/P),460.64,
,10/09/2024,Vendor Credit,,Ullrich-Dach,,Job Expenses:Job Materials,,460.64
Total for 3715,,,,,,,$460.64,$460.64
3725,,,,,,,,
,10/09/2024,Transfer,,,,Checking,,"13,592.05"
,10/09/2024,Transfer,,,,Savings,"13,592.05",
Total for 3725,,,,,,,"$13,592.05","$13,592.05"
3607,,,,,,,,
,10/10/2024,Invoice,2097,Fadel-Oberbrunner,,Accounts Receivable (A/R),0.00,
,10/10/2024,Invoice,2097,Fadel-Oberbrunner,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,10/10/2024,Invoice,2097,Fadel-Oberbrunner,,Services,0.00,
Total for 3607,,,,,,,$0.00,
3625,,,,,,,,
,10/10/2024,Sales Receipt,2115,Rice-Block,,Undeposited Funds,0.00,
,10/10/2024,Sales Receipt,2115,Rice-Block,,Landscaping Services,0.00,
Total for 3625,,,,,,,$0.00,
3683,,,,,,,,
,10/10/2024,Payment,,Schoen-O'Reilly,,Undeposited Funds,337.10,
,10/10/2024,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),,337.10
Total for 3683,,,,,,,$337.10,$337.10
3687,,,,,,,,
,10/10/2024,Payment,,Krajcik Inc,,Undeposited Funds,385.00,
,10/10/2024,Payment,,Krajcik Inc,,Accounts Receivable (A/R),,385.00
Total for 3687,,,,,,,$385.00,$385.00
3694,,,,,,,,
,10/10/2024,Payment,,Lind-Willms,,Undeposited Funds,450.00,
,10/10/2024,Payment,,Lind-Willms,,Accounts Receivable (A/R),,450.00
Total for 3694,,,,,,,$450.00,$450.00
3705,,,,,,,,
,10/10/2024,Bill Payment (Check),,Blanda LLC,,Savings,,777.75
,10/10/2024,Bill Payment (Check),,Blanda LLC,,Accounts Payable (A/P),777.75,
Total for 3705,,,,,,,$777.75,$777.75
3718,,,,,,,,
,10/10/2024,Deposit,,,,Savings,"62,688.90",
,10/10/2024,Deposit,,,,Landscaping Services:Job Materials,,"62,688.90"
Total for 3718,,,,,,,"$62,688.90","$62,688.90"
3618,,,,,,,,
,10/11/2024,Invoice,2108,Mohr-Koch,,Accounts Receivable (A/R),0.00,
,10/11/2024,Invoice,2108,Mohr-Koch,,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 3618,,,,,,,$0.00,
3701,,,,,,,,
,10/11/2024,Bill Payment (Check),,Cole Group,,Savings,,612.52
,10/11/2024,Bill Payment (Check),,Cole Group,,Accounts Payable (A/P),612.52,
Total for 3701,,,,,,,$612.52,$612.52
3617,,,,,,,,
,10/12/2024,Invoice,2107,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,
,10/12/2024,Invoice,2107,"Thiel, Keeling and O'Keefe",,Landscaping Services,0.00,
,10/12/2024,Invoice,2107,"Thiel, Keeling and O'Keefe",,Services,0.00,
Total for 3617,,,,,,,$0.00,
3633,,,,,,,,
,10/12/2024,Sales Receipt,2123,Watsica-Gottlieb,,Undeposited Funds,0.00,
,10/12/2024,Sales Receipt,2123,Watsica-Gottlieb,,Landscaping Services,0.00,
Total for 3633,,,,,,,$0.00,
3685,,,,,,,,
,10/12/2024,Payment,,"Crooks, Pollich and Mertz",,Undeposited Funds,280.00,
,10/12/2024,Payment,,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),,280.00
Total for 3685,,,,,,,$280.00,$280.00
3702,,,,,,,,
,10/12/2024,Bill Payment (Check),,Pfannerstill Group,,Checking,,817.53
,10/12/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),817.53,
Total for 3702,,,,,,,$817.53,$817.53
3726,,,,,,,,
,10/12/2024,Transfer,,,,Checking,,"2,205.42"
,10/12/2024,Transfer,,,,Savings,"2,205.42",
Total for 3726,,,,,,,"$2,205.42","$2,205.42"
3732,,,,,,,,
,10/12/2024,Journal Entry,,,,Job Expenses:Equipment Rental,811.24,
,10/12/2024,Journal Entry,,,,Checking,,811.24
Total for 3732,,,,,,,$811.24,$811.24
3667,,,,,,,,
,10/13/2024,Expense,,,,Savings,,52.99
,10/13/2024,Expense,,,,Unapplied Cash Bill Payment Expense,52.99,
Total for 3667,,,,,,,$52.99,$52.99
3695,,,,,,,,
,10/14/2024,Payment,,Watsica-Gottlieb,,Undeposited Funds,210.00,
,10/14/2024,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),,210.00
Total for 3695,,,,,,,$210.00,$210.00
3606,,,,,,,,
,10/15/2024,Invoice,2096,Huels Group,,Accounts Receivable (A/R),0.00,
,10/15/2024,Invoice,2096,Huels Group,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3606,,,,,,,$0.00,
3636,,,,,,,,
,10/15/2024,Sales Receipt,2126,"Willms, Ratke and Little",,Undeposited Funds,0.00,
,10/15/2024,Sales Receipt,2126,"Willms, Ratke and Little",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 3636,,,,,,,$0.00,
3671,,,,,,,,
,10/15/2024,Expense,,,,Savings,,477.18
,10/15/2024,Expense,,,,Commissions & fees,477.18,
Total for 3671,,,,,,,$477.18,$477.18
3707,,,,,,,,
,10/15/2024,Bill Payment (Check),,Ortiz-Beatty,,Checking,,"2,031.41"
,10/15/2024,Bill Payment (Check),,Ortiz-Beatty,,Accounts Payable (A/P),"2,031.41",
Total for 3707,,,,,,,"$2,031.41","$2,031.41"
3609,,,,,,,,
,10/16/2024,Invoice,2099,Glover-Pfannerstill,,Accounts Receivable (A/R),575.00,
,10/16/2024,Invoice,2099,Glover-Pfannerstill,,Landscaping Services,,350.00
,10/16/2024,Invoice,2099,Glover-Pfannerstill,,Design income,,225.00
,10/16/2024,Invoice,2099,Glover-Pfannerstill,,Services,0.00,
Total for 3609,,,,,,,$575.00,$575.00
3612,,,,,,,,
,10/16/2024,Invoice,2102,Shanahan LLC,,Accounts Receivable (A/R),105.00,
,10/16/2024,Invoice,2102,Shanahan LLC,,Services,0.00,
,10/16/2024,Invoice,2102,Shanahan LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,10/16/2024,Invoice,2102,Shanahan LLC,,Landscaping Services,,105.00
Total for 3612,,,,,,,$105.00,$105.00
3627,,,,,,,,
,10/16/2024,Sales Receipt,2117,Bahringer Inc,,Undeposited Funds,35.00,
,10/16/2024,Sales Receipt,2117,Bahringer Inc,,Pest Control Services,,35.00
Total for 3627,,,,,,,$35.00,$35.00
3647,,,,,,,,
,10/16/2024,Bill,,Kessler Inc,,Accounts Payable (A/P),,731.14
,10/16/2024,Bill,,Kessler Inc,,Insurance,731.14,
Total for 3647,,,,,,,$731.14,$731.14
3690,,,,,,,,
,10/16/2024,Payment,,"Willms, Ratke and Little",,Undeposited Funds,185.00,
,10/16/2024,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),,185.00
Total for 3690,,,,,,,$185.00,$185.00
3693,,,,,,,,
,10/16/2024,Payment,,Krajcik Inc,,Undeposited Funds,756.64,
,10/16/2024,Payment,,Krajcik Inc,,Accounts Receivable (A/R),,756.64
Total for 3693,,,,,,,$756.64,$756.64
3611,,,,,,,,
,10/17/2024,Invoice,2101,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),105.00,
,10/17/2024,Invoice,2101,"Kiehn, Franecki and Nicolas",,Pest Control Services,,105.00
,10/17/2024,Invoice,2101,"Kiehn, Franecki and Nicolas",,Services,0.00,
Total for 3611,,,,,,,$105.00,$105.00
3619,,,,,,,,
,10/17/2024,Invoice,2109,"Glover, Bode and Raynor",,Accounts Receivable (A/R),0.00,
,10/17/2024,Invoice,2109,"Glover, Bode and Raynor",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,10/17/2024,Invoice,2109,"Glover, Bode and Raynor",,Landscaping Services,0.00,
,10/17/2024,Invoice,2109,"Glover, Bode and Raynor",,Other Income,0.00,
Total for 3619,,,,,,,$0.00,
3650,,,,,,,,
,10/17/2024,Bill,,Murray Group,,Accounts Payable (A/P),,578.66
,10/17/2024,Bill,,Murray Group,,Equipment Rental,578.66,
Total for 3650,,,,,,,$578.66,$578.66
3657,,,,,,,,
,10/17/2024,Bill,,Kessler Inc,,Accounts Payable (A/P),,"1,133.82"
,10/17/2024,Bill,,Kessler Inc,,Meals and Entertainment,"1,133.82",
Total for 3657,,,,,,,"$1,133.82","$1,133.82"
3663,,,,,,,,
,10/17/2024,Expense,,,,Savings,,42.77
,10/17/2024,Expense,,,,Maintenance and Repair:Equipment Repairs,42.77,
Total for 3663,,,,,,,$42.77,$42.77
3711,,,,,,,,
,10/17/2024,Bill Payment (Check),,Lubowitz LLC,,Savings,,"1,207.71"
,10/17/2024,Bill Payment (Check),,Lubowitz LLC,,Accounts Payable (A/P),"1,207.71",
Total for 3711,,,,,,,"$1,207.71","$1,207.71"
3720,,,,,,,,
,10/17/2024,Deposit,,,,Checking,"2,161.48",
,10/17/2024,Deposit,,,,Landscaping Services:Job Materials:Fountains and Garden Lighting,,"2,161.48"
Total for 3720,,,,,,,"$2,161.48","$2,161.48"
3622,,,,,,,,
,10/18/2024,Invoice,2112,Welch Inc,,Accounts Receivable (A/R),0.00,
,10/18/2024,Invoice,2112,Welch Inc,,Landscaping Services,0.00,
Total for 3622,,,,,,,$0.00,
3654,,,,,,,,
,10/18/2024,Bill,,Kulas Group,,Accounts Payable (A/P),,986.51
,10/18/2024,Bill,,Kulas Group,,Job Expenses,986.51,
Total for 3654,,,,,,,$986.51,$986.51
3689,,,,,,,,
,10/18/2024,Payment,,"Lehner, Hane and Borer",,Undeposited Funds,35.00,
,10/18/2024,Payment,,"Lehner, Hane and Borer",,Accounts Receivable (A/R),,35.00
Total for 3689,,,,,,,$35.00,$35.00
3697,,,,,,,,
,10/18/2024,Payment,,"Stokes, Murray and Wolff",,Undeposited Funds,350.00,
,10/18/2024,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),,350.00
Total for 3697,,,,,,,$350.00,$350.00
3620,,,,,,,,
,10/19/2024,Invoice,2110,Baumbach-Botsford,,Accounts Receivable (A/R),0.00,
,10/19/2024,Invoice,2110,Baumbach-Botsford,,Services,0.00,
,10/19/2024,Invoice,2110,Baumbach-Botsford,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3620,,,,,,,$0.00,
3628,,,,,,,,
,10/19/2024,Sales Receipt,2118,Glover-Pfannerstill,,Undeposited Funds,35.00,
,10/19/2024,Sales Receipt,2118,Glover-Pfannerstill,,Pest Control Services,,35.00
Total for 3628,,,,,,,$35.00,$35.00
3635,,,,,,,,
,10/19/2024,Sales Receipt,2125,Bergstrom LLC,,Undeposited Funds,0.00,
,10/19/2024,Sales Receipt,2125,Bergstrom LLC,,Services,0.00,
Total for 3635,,,,,,,$0.00,
3653,,,,,,,,
,10/19/2024,Bill,,Gislason LLC,,Accounts Payable (A/P),,"1,545.74"
,10/19/2024,Bill,,Gislason LLC,,Job Expenses:Cost of Labor,"1,545.74",
Total for 3653,,,,,,,"$1,545.74","$1,545.74"
3708,,,,,,,,
,10/19/2024,Bill Payment (Check),,Grimes-Schulist,,Checking,,"1,439.43"
,10/19/2024,Bill Payment (Check),,Grimes-Schulist,,Accounts Payable (A/P),"1,439.43",
Total for 3708,,,,,,,"$1,439.43","$1,439.43"
3719,,,,,,,,
,10/19/2024,Deposit,,,,Checking,"8,192.56",
,10/19/2024,Deposit,,,,Landscaping Services:Job Materials:Plants and Soil,,"8,192.56"
Total for 3719,,,,,,,"$8,192.56","$8,192.56"
3615,,,,,,,,
,10/20/2024,Invoice,2105,Bahringer Inc,,Accounts Receivable (A/R),35.00,
,10/20/2024,Invoice,2105,Bahringer Inc,,Landscaping Services,,35.00
,10/20/2024,Invoice,2105,Bahringer Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 3615,,,,,,,$35.00,$35.00
3637,,,,,,,,
,10/20/2024,Sales Receipt,2127,Johnston-Berge,,Undeposited Funds,10.00,
,10/20/2024,Sales Receipt,2127,Johnston-Berge,,Landscaping Services:Job Materials:Plants and Soil,,10.00
Total for 3637,,,,,,,$10.00,$10.00
3680,,,,,,,,
,10/21/2024,Payment,,Greenholt-Cassin,,Undeposited Funds,100.00,
,10/21/2024,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),,100.00
Total for 3680,,,,,,,$100.00,$100.00
3723,,,,,,,,
,10/21/2024,Deposit,,,,Checking,"2,729.00",
,10/21/2024,Deposit,,,,Services,,"2,729.00"
Total for 3723,,,,,,,"$2,729.00","$2,729.00"
3652,,,,,,,,
,10/22/2024,Bill,,Murray Group,,Accounts Payable (A/P),,681.94
,10/22/2024,Bill,,Murray Group,,Dues & Subscriptions,681.94,
Total for 3652,,,,,,,$681.94,$681.94
3661,,,,,,,,
,10/22/2024,Expense,,,,Savings,,33.26
,10/22/2024,Expense,,,,Maintenance and Repair,33.26,
Total for 3661,,,,,,,$33.26,$33.26
3668,,,,,,,,
,10/22/2024,Expense,,,,Savings,,87.21
,10/22/2024,Expense,,,,Disposal Fees,87.21,
Total for 3668,,,,,,,$87.21,$87.21
3621,,,,,,,,
,10/23/2024,Invoice,2111,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),400.00,
,10/23/2024,Invoice,2111,"Wehner, O'Conner and Bashirian",,Landscaping Services,0.00,
,10/23/2024,Invoice,2111,"Wehner, O'Conner and Bashirian",,Landscaping Services:Labor:Installation,,400.00
Total for 3621,,,,,,,$400.00,$400.00
3662,,,,,,,,
,10/23/2024,Expense,,,,Checking,,66.75
,10/23/2024,Expense,,,,Purchases,66.75,
Total for 3662,,,,,,,$66.75,$66.75
3665,,,,,,,,
,10/23/2024,Expense,,,,Checking,,236.60
,10/23/2024,Expense,,,,Legal & Professional Fees,236.60,
Total for 3665,,,,,,,$236.60,$236.60
3688,,,,,,,,
,10/23/2024,Payment,,"Mohr, Haag and Labadie",,Undeposited Funds,819.57,
,10/23/2024,Payment,,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),,819.57
Total for 3688,,,,,,,$819.57,$819.57
3691,,,,,,,,
,10/23/2024,Payment,,Shanahan LLC,,Undeposited Funds,200.00,
,10/23/2024,Payment,,Shanahan LLC,,Accounts Receivable (A/R),,200.00
Total for 3691,,,,,,,$200.00,$200.00
3699,,,,,,,,
,10/23/2024,Bill Payment (Check),,Grimes-Schulist,,Checking,,111.33
,10/23/2024,Bill Payment (Check),,Grimes-Schulist,,Accounts Payable (A/P),111.33,
Total for 3699,,,,,,,$111.33,$111.33
3704,,,,,,,,
,10/23/2024,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Savings,,"1,274.87"
,10/23/2024,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),"1,274.87",
Total for 3704,,,,,,,"$1,274.87","$1,274.87"
3721,,,,,,,,
,10/23/2024,Deposit,,,,Checking,"41,293.47",
,10/23/2024,Deposit,,,,Landscaping Services:Job Materials:Fountains and Garden Lighting,,"41,293.47"
Total for 3721,,,,,,,"$41,293.47","$41,293.47"
3601,,,,,,,,
,10/24/2024,Invoice,2091,Kub and Sons,,Accounts Receivable (A/R),750.00,
,10/24/2024,Invoice,2091,Kub and Sons,,Landscaping Services:Job Materials:Plants and Soil,0.00,
,10/24/2024,Invoice,2091,Kub and Sons,,Design income,,750.00
,10/24/2024,Invoice,2091,Kub and Sons,,Landscaping Services,0.00,
Total for 3601,,,,,,,$750.00,$750.00
3634,,,,,,,,
,10/24/2024,Sales Receipt,2124,"Predovic, Kohler and Boyer",,Undeposited Funds,75.00,
,10/24/2024,Sales Receipt,2124,"Predovic, Kohler and Boyer",,Design income,,75.00
Total for 3634,,,,,,,$75.00,$75.00
3692,,,,,,,,
,10/24/2024,Payment,,"Willms, Ratke and Little",,Undeposited Funds,50.00,
,10/24/2024,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),,50.00
Total for 3692,,,,,,,$50.00,$50.00
3646,,,,,,,,
,10/25/2024,Bill,,Schamberger-Schamberger,,Accounts Payable (A/P),,"1,511.83"
,10/25/2024,Bill,,Schamberger-Schamberger,,Automobile:Fuel,"1,511.83",
Total for 3646,,,,,,,"$1,511.83","$1,511.83"
3655,,,,,,,,
,10/25/2024,Bill,,Gislason LLC,,Accounts Payable (A/P),,519.49
,10/25/2024,Bill,,Gislason LLC,,Miscellaneous,519.49,
Total for 3655,,,,,,,$519.49,$519.49
3717,,,,,,,,
,10/25/2024,Vendor Credit,,Gislason LLC,,Accounts Payable (A/P),426.04,
,10/25/2024,Vendor Credit,,Gislason LLC,,Miscellaneous,,426.04
Total for 3717,,,,,,,$426.04,$426.04
3681,,,,,,,,
,10/26/2024,Payment,,Bahringer Inc,,Undeposited Funds,35.00,
